证券代码,证券名称,省份,行业类别,2018净利润（万元）
838278.OC,海光药业,天津,制药、生物科技和生命科学,"2,996.61"
838279.OC,欧瑞电气,江苏,资本品,"1,081.64"
838282.OC,三惠建设,江苏,资本品,129.602
838283.OC,润蓝环保,北京,商业和专业服务,2.5869
838284.OC,时代华商,广东,消费者服务,954.3884
838288.OC,艾彼科技,浙江,资本品,"2,589.34"
838292.OC,新卡奔,江西,原材料,977.1728
838293.OC,般若股份,北京,商业和专业服务,705.427
838295.OC,浔沣轨道,广东,资本品,"1,036.49"
838296.OC,威振股份,广东,资本品,-193.5677
838297.OC,启翔景程,陕西,软件与服务,34.5871
838298.OC,益江环保,广西,商业和专业服务,375.3861
838300.OC,新纪源,广东,汽车与汽车零部件,938.2714
838303.OC,阳光三极,山西,软件与服务,94.3806
838304.OC,怀教网络,北京,软件与服务,"1,442.01"
838309.OC,天宇网络,广东,房地产,142.0371
838310.OC,遂昌旅游,浙江,消费者服务,-320.4426
838312.OC,朝农高科,安徽,原材料,114.8242
838313.OC,神州安信,北京,软件与服务,-303.853
838314.OC,华仪电子,浙江,技术硬件与设备,542.2565
838316.OC,恒通云,浙江,软件与服务,-219.0489
838317.OC,明宇科技,广东,耐用消费品与服装,664.8016
838319.OC,科思特,湖北,技术硬件与设备,739.407
838322.OC,达创科技,山东,软件与服务,147.2018
838324.OC,广尔数码,广东,技术硬件与设备,"3,237.90"
838327.OC,米莫金属,江苏,原材料,225.2221
838328.OC,长成新能,广东,原材料,"1,845.47"
838329.OC,金煤科技,北京,原材料,-725.8254
838330.OC,壹豪科技,广东,原材料,308.2846
838331.OC,装库创意,吉林,商业和专业服务,376.9727
838332.OC,威特焊材,甘肃,原材料,-114.2555
838334.OC,金证互通,北京,商业和专业服务,"2,266.44"
838335.OC,上海领灿,上海,商业和专业服务,208.7809
838337.OC,高端精密,广东,技术硬件与设备,"1,797.27"
838338.OC,嘉捷通,上海,技术硬件与设备,"1,336.54"
838344.OC,新创股份,广东,商业和专业服务,143.1653
838346.OC,浩华股份,湖北,商业和专业服务,23.3802
838349.OC,乐舱网,山东,运输,887.2715
838351.OC,贝克诺斯,江苏,技术硬件与设备,929.1394
838353.OC,太平洋股,北京,商业和专业服务,310.5758
838354.OC,融诚检测,福建,商业和专业服务,298.4051
838355.OC,锐驰高科,河南,资本品,418.8245
838357.OC,三浦车库,广东,资本品,716.8146
838358.OC,诚业股份,河北,资本品,32.7778
838362.OC,全景视觉,福建,软件与服务,-60.2905
838363.OC,思为客,广东,资本品,292.725
838364.OC,点景科技,福建,软件与服务,75.0146
838365.OC,沃格股份,江苏,资本品,"1,397.67"
838366.OC,盈联科技,北京,软件与服务,144.0112
838369.OC,景然环境,云南,资本品,112.4594
838372.OC,醉纯科技,北京,零售业,"1,063.78"
838374.OC,国广联,江苏,媒体与娱乐,870.217
838377.OC,华科易汇,北京,消费者服务,3.8471
838378.OC,阳光医疗,安徽,医疗保健设备与服务,407.8422
838379.OC,贺思特,湖北,资本品,359.145
838381.OC,德孚转向,安徽,汽车与汽车零部件,"3,001.36"
838384.OC,新港联行,四川,房地产,"1,155.73"
838385.OC,爱家科技,北京,耐用消费品与服装,-298.1023
838386.OC,三德利,山东,原材料,-523.9347
838387.OC,中视华闻,北京,媒体与娱乐,-152.527
838388.OC,凯能科技,山东,资本品,343.6728
838392.OC,利尔康,湖南,制药、生物科技和生命科学,-463.8503
838394.OC,金润股份,山东,原材料,"1,247.87"
838395.OC,科融数据,江苏,软件与服务,229.4433
838399.OC,高瓷科技,广东,原材料,119.2445
838402.OC,硅烷科技,河南,原材料,885.8591
838404.OC,美陵股份,山东,资本品,405.3887
838406.OC,肯立科技,江苏,资本品,"1,998.79"
838408.OC,天锐股份,福建,软件与服务,605.5145
838409.OC,安洁士,上海,商业和专业服务,"-3,001.11"
838410.OC,晶珠藏药,青海,制药、生物科技和生命科学,"4,136.37"
838411.OC,云网科技,重庆,技术硬件与设备,"1,200.20"
838413.OC,易名科技,福建,软件与服务,"-6,528.78"
838414.OC,远鸿园林,浙江,资本品,960.7948
838415.OC,优景科技,上海,软件与服务,"2,419.61"
838417.OC,广利医疗,安徽,医疗保健设备与服务,321.3156
838418.OC,绿城股份,北京,商业和专业服务,133.0501
838419.OC,维泽净化,江苏,资本品,309.4146
838422.OC,新泰阳,福建,耐用消费品与服装,-63.2393
838425.OC,畅达通,四川,商业和专业服务,816.795
838426.OC,飞鲸新材,浙江,原材料,456.8543
838428.OC,恒实股份,江西,房地产,"1,283.04"
838430.OC,威耐尔,江苏,软件与服务,-0.0219
838432.OC,奥仕智能,广东,商业和专业服务,0.319
838437.OC,骅盛车电,江苏,零售业,979.9644
838439.OC,管通实业,内蒙古,资本品,106.5241
838440.OC,芃泰发展,天津,资本品,518.2114
838441.OC,绿博低碳,江苏,商业和专业服务,-468.0527
838443.OC,祈禧股份,浙江,耐用消费品与服装,"1,334.78"
838444.OC,兆达科技,广东,软件与服务,124.6278
838448.OC,联创云科,北京,软件与服务,"1,004.86"
838449.OC,云多科技,上海,软件与服务,"1,673.36"
838451.OC,天成科技,安徽,原材料,726.6043
838452.OC,立洋股份,广东,技术硬件与设备,"1,728.85"
838453.OC,建工环保,广东,商业和专业服务,87.4265
838456.OC,蜀旺能源,四川,资本品,22.8451
838457.OC,新西南,四川,资本品,-176.1533
838458.OC,宁波协源,浙江,技术硬件与设备,962.3075
838460.OC,汇博医疗,河南,医疗保健设备与服务,"1,059.50"
838463.OC,正信光电,江苏,半导体产品与设备,767.2761
838464.OC,卡宾滑雪,北京,耐用消费品与服装,822.4292
838465.OC,松萝茶业,安徽,食品、饮料与烟草,209.6376
838467.OC,碧佳实业,河南,零售业,-805.1711
838468.OC,光华教育,北京,消费者服务,"1,754.81"
838469.OC,睿博龙,天津,运输,55.1694
838470.OC,斯维尔,广东,软件与服务,"1,426.39"
838471.OC,金孚抑尘,辽宁,资本品,-216.5586
838473.OC,慧眼数据,江苏,软件与服务,162.7979
838474.OC,福强股份,内蒙古,房地产,46.6999
838475.OC,择众传媒,广东,媒体与娱乐,123.9818
838476.OC,中仿智能,上海,软件与服务,49.414
838477.OC,顺路咨询,广东,商业和专业服务,"1,417.93"
838478.OC,东仁新材,安徽,原材料,"1,233.24"
838479.OC,莱宝电力,江苏,资本品,117.1997
838480.OC,凤凰电气,江苏,资本品,——
838481.OC,轻叶能源,上海,商业和专业服务,-240.4212
838482.OC,东达物流,云南,运输,-706.9909
838483.OC,亿嘉股份,山东,资本品,73.9737
838484.OC,格蕾特,浙江,技术硬件与设备,755.5083
838486.OC,远正智能,广东,软件与服务,735.0283
838491.OC,英堡龙,北京,零售业,30.9213
838497.OC,商情数据,广东,软件与服务,-74.7464
838498.OC,耐特阀门,浙江,资本品,926.5402
838499.OC,澳通电讯,陕西,技术硬件与设备,-276.4651
838501.OC,星宇耐力,广东,原材料,79.5179
838502.OC,联陆股份,上海,原材料,952.489
838504.OC,光环国际,北京,消费者服务,611.354
838507.OC,普瑞森,陕西,资本品,222.7048
838508.OC,誉兴通,广东,技术硬件与设备,-61.5008
838511.OC,华企科技,江苏,原材料,361.1068
838512.OC,成德科技,广东,技术硬件与设备,"1,421.92"
838514.OC,欧维客,浙江,技术硬件与设备,-539.9607
838516.OC,华美兴泰,广东,软件与服务,440.0907
838517.OC,大森机电,河南,资本品,"1,926.90"
838518.OC,仁通档案,江苏,商业和专业服务,"1,719.68"
838519.OC,同力达,河北,商业和专业服务,545.8269
838522.OC,大力加固,河南,资本品,24.4907
838523.OC,派华传媒,北京,媒体与娱乐,"-1,888.78"
838525.OC,ST恒忆,福建,原材料,——
838526.OC,鑫英泰,湖北,软件与服务,365.3667
838529.OC,网优科技,江西,软件与服务,261.9546
838531.OC,圣帕新材,广东,半导体产品与设备,"2,438.44"
838532.OC,鑫能环境,陕西,商业和专业服务,-514.2398
838533.OC,国域无疆,辽宁,媒体与娱乐,-66.0314
838534.OC,中讯创新,四川,软件与服务,-732.776
838535.OC,盛和信,北京,软件与服务,"1,242.98"
838536.OC,创信股份,四川,商业和专业服务,"1,244.11"
838537.OC,中钢电商,上海,软件与服务,"-1,961.21"
838540.OC,硕华生命,浙江,原材料,"1,500.12"
838541.OC,新雪莲,安徽,食品、饮料与烟草,370.3198
838542.OC,埃森环境,江苏,技术硬件与设备,341.535
838543.OC,沃土种业,河北,食品、饮料与烟草,"2,000.32"
838544.OC,东骏激光,四川,技术硬件与设备,"1,112.10"
838545.OC,住美股份,广东,资本品,"2,368.37"
838546.OC,乐活天下,广东,食品与主要用品零售,——
838547.OC,天盛股份,江苏,原材料,"-2,013.40"
838548.OC,主线文化,四川,媒体与娱乐,-839.8493
838549.OC,金博士,河南,食品、饮料与烟草,"-1,644.53"
838550.OC,沃杰森,广东,资本品,94.8155
838552.OC,同创化工,山东,原材料,-164.465
838553.OC,精华教育,河南,软件与服务,75.8057
838556.OC,力美科技,北京,软件与服务,"-1,273.99"
838558.OC,海兴科技,辽宁,原材料,586.587
838559.OC,金炻新材,广东,汽车与汽车零部件,460.3574
838560.OC,昶桦股份,江苏,耐用消费品与服装,-122.7251
838561.OC,独凤轩,辽宁,食品、饮料与烟草,"1,703.42"
838563.OC,宇清科技,浙江,资本品,"-1,353.51"
838564.OC,康平铁科,山东,运输,"5,413.26"
838565.OC,博善生物,广东,原材料,-164.3862
838566.OC,中人网,北京,商业和专业服务,895.4402
838569.OC,枫华实业,河南,商业和专业服务,243.1633
838570.OC,豫王建能,吉林,原材料,841.1523
838571.OC,宏业股份,浙江,商业和专业服务,"2,979.18"
838573.OC,巨龙通信,吉林,技术硬件与设备,69.631
838574.OC,思普科,北京,软件与服务,253.9636
838575.OC,伸美股份,浙江,原材料,235.6664
838576.OC,红五星,浙江,媒体与娱乐,-438.9691
838578.OC,东方信达,山东,软件与服务,794.4897
838580.OC,坤恒顺维,四川,技术硬件与设备,"1,687.08"
838581.OC,建业科技,上海,软件与服务,"-1,745.80"
838582.OC,德华生态,江苏,商业和专业服务,-584.4761
838584.OC,新达股份,内蒙古,技术硬件与设备,-267.1721
838585.OC,智能科技,北京,消费者服务,-319.8024
838587.OC,泽鑫科技,上海,软件与服务,536.84
838589.OC,驼风科技,山东,汽车与汽车零部件,-137.3714
838590.OC,奥一新源,北京,软件与服务,-391.489
838593.OC,大唐科技,陕西,资本品,802.0381
838595.OC,禺山水务,广东,商业和专业服务,114.6923
838596.OC,博能股份,北京,软件与服务,715.5812
838597.OC,基业长青,北京,消费者服务,173.2143
838598.OC,阳东电瓷,湖南,资本品,"1,405.33"
838600.OC,佰美基因,陕西,制药、生物科技和生命科学,"2,572.64"
838602.OC,环能设计,山东,资本品,"1,819.83"
838603.OC,车工股份,北京,汽车与汽车零部件,"-3,302.70"
838604.OC,金牡丹,江苏,资本品,15.2801
838606.OC,新封生态,河南,资本品,"2,091.44"
838607.OC,亚达系统,浙江,资本品,"1,291.17"
838608.OC,中林木业,浙江,零售业,-2.687
838612.OC,宇亚股份,内蒙古,资本品,"4,748.42"
838613.OC,金软瑞彩,北京,软件与服务,-611.585
838615.OC,可思克,浙江,原材料,"-1,858.33"
838616.OC,喜报科技,吉林,软件与服务,"-1,024.71"
838618.OC,绿禾科技,辽宁,食品、饮料与烟草,-423.0549
838619.OC,霍普金斯,广东,制药、生物科技和生命科学,271.3206
838620.OC,诠悉股份,江苏,运输,-447.437
838623.OC,康庄国旅,北京,消费者服务,-41.8569
838624.OC,文龙中美,山西,商业和专业服务,"1,345.21"
838626.OC,为信股份,河北,资本品,215.3341
838628.OC,卅思云,北京,软件与服务,238.9005
838629.OC,梦赛力士,重庆,技术硬件与设备,192.3909
838630.OC,齐翔通航,湖北,软件与服务,-22.6859
838632.OC,协同环保,河北,商业和专业服务,"10,928.40"
838633.OC,伦嘉科技,山西,零售业,171.6006
838635.OC,聚亿新材,广东,原材料,148.8678
838637.OC,普利凯,广东,原材料,18.4625
838638.OC,汇蓝农业,上海,食品、饮料与烟草,-113.8308
838641.OC,合佳医药,河北,制药、生物科技和生命科学,"5,157.08"
838642.OC,牧天食品,四川,食品、饮料与烟草,"1,107.47"
838644.OC,欧迅科技,四川,资本品,-644.7342
838645.OC,和元生物,吉林,制药、生物科技和生命科学,827.068
838646.OC,三宝农业,甘肃,食品、饮料与烟草,139.8732
838647.OC,创意星球,天津,商业和专业服务,846.6639
838649.OC,爵维科技,北京,零售业,"1,134.71"
838650.OC,本贸科技,广东,软件与服务,"5,481.92"
838651.OC,谷实农牧,黑龙江,食品、饮料与烟草,"-1,034.29"
838653.OC,申吉钛业,浙江,原材料,"1,559.54"
838654.OC,融通环保,重庆,商业和专业服务,-175.8193
838655.OC,泰利信,天津,能源,352.7609
838656.OC,斯曼股份,湖北,原材料,397.8994
838659.OC,世珍股份,江苏,原材料,"5,679.39"
838661.OC,祥龙电气,重庆,资本品,450.386
838662.OC,创为智能,浙江,资本品,679.5242
838663.OC,中商艾享,黑龙江,食品、饮料与烟草,"2,942.44"
838664.OC,桃花坞,北京,零售业,15.3531
838665.OC,中联橡胶,北京,商业和专业服务,"1,280.03"
838667.OC,东方远景,福建,软件与服务,13.516
838669.OC,江苏金色,江苏,资本品,298.7766
838670.OC,恒进感应,湖北,资本品,"1,233.85"
838671.OC,茂业科技,广东,原材料,-222.1426
838672.OC,金润德,山东,原材料,"1,319.98"
838673.OC,青鸟股份,北京,运输,-444.6293
838675.OC,天一密封,河南,汽车与汽车零部件,504.9567
838677.OC,奥莎动力,湖南,资本品,——
838678.OC,龙善环保,广东,商业和专业服务,"1,811.51"
838682.OC,环球娃娃,浙江,汽车与汽车零部件,709.779
838685.OC,昊星文化,北京,耐用消费品与服装,"-1,041.24"
838686.OC,源宜基因,山东,制药、生物科技和生命科学,-967.7987
838687.OC,陕通股份,陕西,公用事业,"3,315.01"
838691.OC,金益环保,湖南,资本品,"1,871.22"
838693.OC,佳鹏股份,浙江,软件与服务,"1,279.34"
838694.OC,锦美环保,四川,商业和专业服务,"2,112.40"
838696.OC,置富科技,广东,技术硬件与设备,988.2338
838699.OC,蓝海讯通,北京,软件与服务,"-2,732.28"
838701.OC,豪声电子,浙江,技术硬件与设备,472.6524
838704.OC,红岭医疗,重庆,医疗保健设备与服务,-788.7818
838705.OC,木业股份,河北,运输,"12,480.73"
838706.OC,合纵连横,江苏,运输,626.9217
838707.OC,馨艺园林,辽宁,资本品,-397.6084
838708.OC,科能股份,新疆,原材料,263.6067
838709.OC,华立智能,浙江,资本品,922.7242
838712.OC,鸿全兴业,重庆,耐用消费品与服装,783.0167
838714.OC,宇之光,广东,资本品,438.3133
838721.OC,凯嘉科技,江苏,原材料,251.3283
838722.OC,江凌股份,江苏,技术硬件与设备,133.8692
838723.OC,银联信,北京,商业和专业服务,"-1,049.32"
838724.OC,精密科技,辽宁,资本品,"5,672.89"
838726.OC,敦善文化,北京,消费者服务,"-1,901.85"
838727.OC,西倍健,广东,家庭与个人用品,42.978
838728.OC,中主科技,上海,零售业,——
838729.OC,摩卡股份,广东,技术硬件与设备,-321.3146
838730.OC,云创数字,广东,商业和专业服务,-260.21
838732.OC,诺威尔,天津,能源,"-3,818.67"
838736.OC,达意科技,河北,软件与服务,"1,642.09"
838737.OC,月新科技,北京,软件与服务,"1,940.14"
838740.OC,邦源环保,北京,商业和专业服务,"2,338.75"
838741.OC,优客传媒,北京,媒体与娱乐,155.5334
838744.OC,昊天诚泰,河北,软件与服务,-46.1024
838749.OC,蒲公英,河北,媒体与娱乐,-295.6087
838750.OC,兆驰节能,广东,技术硬件与设备,"14,047.50"
838752.OC,云谷科技,内蒙古,技术硬件与设备,247.1004
838753.OC,天元装备,河南,资本品,376.963
838754.OC,新图科技,河南,软件与服务,63.5048
838756.OC,宏福孵化,北京,商业和专业服务,899.684
838757.OC,和众互联,浙江,软件与服务,205.395
838758.OC,思迅软件,广东,软件与服务,"8,915.77"
838760.OC,顺兴股份,广东,食品、饮料与烟草,"1,104.01"
838762.OC,迈拓港湾,河北,软件与服务,508.8893
838763.OC,三和软件,广东,软件与服务,"1,076.05"
838764.OC,进门财经,广东,商业和专业服务,"-2,075.28"
838766.OC,蓝舶科技,江苏,资本品,"1,096.44"
838767.OC,荣尧智慧,天津,软件与服务,347.1912
838768.OC,牙科通,北京,医疗保健设备与服务,235.5438
838770.OC,合肥演艺,安徽,媒体与娱乐,-463.9596
838771.OC,安福环保,湖南,原材料,415.5975
838772.OC,雪山实业,河南,原材料,448.3565
838774.OC,跨境翼,广东,软件与服务,"-2,785.73"
838775.OC,科贝科技,湖北,商业和专业服务,696.3113
